Unnamed: 0,Date,Manufacturing_Date,Expiry_Date,Days_to_Expiry_at_Sale,Is_Near_Expiry_At_Sale,Product_ID,Product_Name,Category,Company_Name,Is_Perishable,Shelf_Life_Days,Storage_Temperature,Lot_ID,Stock_Batch_Quantity,Quantity_Stocked,Quantity_Sold,Wastage_Units,On_Hand_After_Sale,Near_Expiry_Units,Price_per_Unit,Revenue,Feedback_Score,Supermarket_Branch
61,2024-03-31,2024-03-28,2024-04-03,3,True,6714,Brown Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20240328-880,746,443,244,23,176,176,67.24,16406.56,4,Supermarket C - HSR Layout
62,2025-03-22,2025-03-21,2025-04-09,18,False,3758,Orange,Fruits,Del Monte,True,19,Cool (10-15°C),LOT-20250321-426,339,254,184,7,63,12,44.01,8097.84,3,Supermarket C - HSR Layout
63,2023-08-01,2023-07-25,2023-08-03,2,True,5659,Milk 500ml,Dairy,Amul,True,9,Chilled (2-4°C),LOT-20230725-548,396,247,155,15,77,77,57.26,8875.3,3,Supermarket C - HSR Layout
64,2024-07-27,2023-10-21,2024-07-28,1,True,9005,Potato Chips 100g,Snacks,Lays,False,281,Ambient (20-25°C),LOT-20231021-502,1006,615,205,18,392,392,113.81,23331.05,5,Supermarket C - HSR Layout
65,2023-04-05,2023-02-28,2023-12-06,245,False,8918,Packaged Water 1L,Beverages,Bisleri,False,281,Ambient (20-25°C),LOT-20230228-720,1196,782,391,22,369,84,19.01,7432.91,5,Supermarket C - HSR Layout
66,2023-02-04,2023-01-25,2023-02-07,3,True,7756,Eggs Dozen,Meat,Local Farm,True,13,Frozen (-18°C),LOT-20230125-750,540,236,81,10,145,145,169.61,13738.41,3,Supermarket C - HSR Layout
67,2023-04-29,2023-04-13,2023-04-30,1,True,5168,Curd 400g,Dairy,Amul,True,17,Chilled (2-4°C),LOT-20230413-873,635,437,159,31,247,247,44.09,7010.31,4,Supermarket C - HSR Layout
68,2025-06-14,2025-06-12,2025-06-20,6,False,4927,Carrot,Vegetables,FarmGate,True,8,Cool (10-15°C),LOT-20250612-806,700,365,114,30,221,40,47.63,5429.82,4,Supermarket C - HSR Layout
69,2025-05-19,2025-05-15,2025-05-22,3,True,3415,Mango,Fruits,FreshFarms,True,7,Cool (10-15°C),LOT-20250515-328,783,578,288,33,257,257,106.46,30660.48,3,Supermarket C - HSR Layout
70,2023-10-26,2023-06-26,2024-05-21,208,False,8549,Packaged Water 1L,Beverages,Bisleri,False,330,Ambient (20-25°C),LOT-20230626-519,834,558,210,9,339,79,77.8,16338.0,5,Supermarket C - HSR Layout
71,2023-01-31,2023-01-25,2023-02-10,10,False,5051,Curd 400g,Dairy,Amul,True,16,Chilled (2-4°C),LOT-20230125-731,466,313,182,16,115,18,38.82,7065.24,5,Supermarket C - HSR Layout
72,2024-07-16,2024-05-09,2024-08-20,35,False,8654,Soda 500ml,Beverages,Coca-Cola,False,103,Ambient (20-25°C),LOT-20240509-281,804,437,196,13,228,11,94.47,18516.12,3,Supermarket C - HSR Layout
73,2024-02-12,2024-02-11,2024-03-04,21,False,5857,Yogurt Cup,Dairy,Nestlé,True,22,Chilled (2-4°C),LOT-20240211-937,587,529,382,18,129,2,42.78,16341.96,5,Supermarket C - HSR Layout
74,2023-09-23,2023-04-19,2024-01-07,106,False,8691,Soda 500ml,Beverages,Coca-Cola,False,263,Ambient (20-25°C),LOT-20230419-849,745,363,78,12,273,31,110.04,8583.12,4,Supermarket C - HSR Layout
75,2024-10-18,2024-10-18,2024-10-25,7,False,7607,Eggs Dozen,Meat,Local Farm,True,7,Frozen (-18°C),LOT-20241018-316,467,366,156,29,181,50,371.91,58017.96,5,Supermarket C - HSR Layout
76,2023-05-11,2023-04-30,2023-05-11,0,True,4310,Carrot,Vegetables,FarmGate,True,11,Cool (10-15°C),LOT-20230430-539,648,357,162,26,169,169,38.4,6220.8,2,Supermarket C - HSR Layout
77,2024-08-12,2024-08-10,2024-08-20,8,False,4724,Onion,Vegetables,Namdhari,True,10,Cool (10-15°C),LOT-20240810-423,516,436,114,29,293,41,32.45,3699.3,5,Supermarket C - HSR Layout
78,2023-01-22,2023-01-16,2023-04-24,92,False,8397,Orange Juice 1L,Beverages,Real,False,98,Ambient (20-25°C),LOT-20230116-725,1306,630,317,13,300,64,64.6,20478.2,5,Supermarket C - HSR Layout
79,2024-06-27,2024-06-18,2024-07-09,12,False,5154,Paneer 200g,Dairy,Nandini,True,21,Chilled (2-4°C),LOT-20240618-552,95,92,54,5,33,4,74.27,4010.58,3,Supermarket C - HSR Layout
80,2023-06-09,2023-06-06,2023-06-14,5,False,3072,Mango,Fruits,FreshFarms,True,8,Cool (10-15°C),LOT-20230606-822,690,375,175,19,181,21,89.18,15606.5,4,Supermarket C - HSR Layout
81,2023-01-25,2023-01-20,2023-02-02,8,False,3504,Apple,Fruits,Del Monte,True,13,Cool (10-15°C),LOT-20230120-292,558,431,261,23,147,21,79.85,20840.85,3,Supermarket C - HSR Layout
82,2024-03-11,2024-02-28,2024-03-14,3,True,5363,Milk 500ml,Dairy,Amul,True,15,Chilled (2-4°C),LOT-20240228-310,763,628,251,51,326,326,96.88,24316.88,4,Supermarket C - HSR Layout
83,2025-09-26,2025-04-14,2025-10-07,11,False,9552,Masala Namkeen 150g,Snacks,Haldiram's,False,176,Ambient (20-25°C),LOT-20250414-306,1136,897,228,29,640,93,113.66,25914.48,3,Supermarket C - HSR Layout
84,2025-06-13,2025-06-03,2026-05-30,351,False,8015,Cold Coffee 200ml,Beverages,Nestlé,False,361,Ambient (20-25°C),LOT-20250603-707,832,547,216,24,307,44,44.82,9681.12,5,Supermarket C - HSR Layout
85,2025-06-14,2025-06-14,2025-06-17,3,True,6350,Croissant,Bakery,Local Bakery,True,3,Ambient (20-25°C),LOT-20250614-686,724,346,305,4,37,37,67.7,20648.5,5,Supermarket C - HSR Layout
86,2023-07-09,2023-07-01,2023-07-17,8,False,5205,Yogurt Cup,Dairy,Nestlé,True,16,Chilled (2-4°C),LOT-20230701-146,444,279,167,14,98,20,61.95,10345.65,3,Supermarket C - HSR Layout
87,2023-11-29,2023-11-29,2023-12-15,16,False,5736,Paneer 200g,Dairy,Nandini,True,16,Chilled (2-4°C),LOT-20231129-917,572,552,270,37,245,63,49.36,13327.2,4,Supermarket C - HSR Layout
88,2024-07-14,2024-07-13,2024-07-19,5,False,6624,Sandwich Bread,Bakery,Britannia,True,6,Ambient (20-25°C),LOT-20240713-143,432,344,160,20,164,45,101.67,16267.2,3,Supermarket C - HSR Layout
89,2025-01-02,2024-12-24,2025-01-03,1,True,4585,Carrot,Vegetables,FarmGate,True,10,Cool (10-15°C),LOT-20241224-374,765,304,171,17,116,116,31.59,5401.89,4,Supermarket C - HSR Layout
90,2024-12-22,2024-12-20,2024-12-28,6,False,3765,Banana,Fruits,FreshFarms,True,8,Cool (10-15°C),LOT-20241220-844,623,228,123,20,85,19,56.65,6967.95,5,Supermarket C - HSR Layout
91,2024-03-31,2023-11-05,2024-08-30,152,False,9915,Chocolate Bar 45g,Snacks,Cadbury,False,299,Ambient (20-25°C),LOT-20231105-408,1009,501,171,12,318,50,123.54,21125.34,5,Supermarket C - HSR Layout
92,2023-09-06,2023-08-27,2023-09-10,4,False,3440,Orange,Fruits,Del Monte,True,14,Cool (10-15°C),LOT-20230827-712,599,430,186,38,206,51,71.4,13280.4,3,Supermarket C - HSR Layout
93,2025-01-30,2025-01-28,2025-02-01,2,True,6723,Croissant,Bakery,Local Bakery,True,4,Ambient (20-25°C),LOT-20250128-401,549,397,262,13,122,122,54.64,14315.68,2,Supermarket C - HSR Layout
94,2024-01-27,2024-01-23,2024-01-29,2,True,6016,Croissant,Bakery,Local Bakery,True,6,Ambient (20-25°C),LOT-20240123-868,318,227,117,13,97,97,42.46,4967.82,3,Supermarket C - HSR Layout
95,2023-05-06,2023-04-28,2023-05-07,1,True,7568,Fish Fillet 500g,Meat,FreshToHome,True,9,Frozen (-18°C),LOT-20230428-357,515,365,115,42,208,208,334.97,38521.55,2,Supermarket C - HSR Layout
96,2025-04-14,2025-04-13,2025-04-30,16,False,5566,Yogurt Cup,Dairy,Nestlé,True,17,Chilled (2-4°C),LOT-20250413-532,785,377,235,19,123,32,108.5,25497.5,5,Supermarket C - HSR Layout
97,2023-07-29,2023-07-23,2023-08-03,5,False,3313,Mango,Fruits,FreshFarms,True,11,Cool (10-15°C),LOT-20230723-351,352,158,41,12,105,18,80.32,3293.12,3,Supermarket C - HSR Layout
98,2023-08-19,2023-08-13,2023-09-01,13,False,5005,Butter 100g,Dairy,Amul,True,19,Chilled (2-4°C),LOT-20230813-823,443,218,154,5,59,6,118.5,18249.0,4,Supermarket C - HSR Layout
99,2025-02-12,2025-01-26,2025-02-12,0,True,3113,Apple,Fruits,Del Monte,True,17,Cool (10-15°C),LOT-20250126-958,722,571,230,40,301,301,86.79,19961.7,2,Supermarket C - HSR Layout
100,2023-06-17,2023-06-17,2023-07-03,16,False,5208,Butter 100g,Dairy,Amul,True,16,Chilled (2-4°C),LOT-20230617-856,436,292,292,0,0,0,53.18,15528.56,5,Supermarket C - HSR Layout
101,2023-08-14,2023-08-05,2023-08-21,7,False,3921,Apple,Fruits,Del Monte,True,16,Cool (10-15°C),LOT-20230805-760,609,455,234,26,195,43,76.21,17833.14,3,Supermarket C - HSR Layout
102,2024-06-15,2024-06-09,2024-06-22,7,False,3660,Mango,Fruits,FreshFarms,True,13,Cool (10-15°C),LOT-20240609-955,313,241,122,15,104,16,115.32,14069.04,5,Supermarket C - HSR Layout
103,2023-04-25,2023-04-18,2023-04-26,1,True,5286,Milk 500ml,Dairy,Amul,True,8,Chilled (2-4°C),LOT-20230418-193,777,777,423,51,303,303,88.36,37376.28,3,Supermarket C - HSR Layout
104,2024-05-30,2024-05-29,2024-06-07,8,False,3808,Banana,Fruits,FreshFarms,True,9,Cool (10-15°C),LOT-20240529-202,832,768,417,42,309,20,95.1,39656.7,5,Supermarket C - HSR Layout
105,2023-11-07,2023-11-06,2023-11-13,6,False,7971,Mutton Curry Cut 500g,Meat,Licious,True,7,Frozen (-18°C),LOT-20231106-480,596,469,247,22,200,34,216.62,53505.14,5,Supermarket C - HSR Layout
106,2024-11-07,2024-10-28,2024-11-09,2,True,5922,Paneer 200g,Dairy,Nandini,True,12,Chilled (2-4°C),LOT-20241028-791,336,174,81,12,81,81,48.24,3907.44,2,Supermarket C - HSR Layout
107,2025-08-08,2025-02-25,2025-08-22,14,False,8736,Soda 500ml,Beverages,Coca-Cola,False,178,Ambient (20-25°C),LOT-20250225-143,787,451,139,20,292,75,23.99,3334.61,3,Supermarket C - HSR Layout
108,2023-09-07,2023-09-05,2023-09-16,9,False,3237,Banana,Fruits,FreshFarms,True,11,Cool (10-15°C),LOT-20230905-708,608,382,178,26,178,3,70.58,12563.24,4,Supermarket C - HSR Layout
109,2023-07-07,2023-06-28,2023-07-18,11,False,3273,Grapes,Fruits,Reliance Fresh,True,20,Cool (10-15°C),LOT-20230628-633,265,221,97,18,106,20,86.74,8413.78,4,Supermarket C - HSR Layout
110,2025-01-08,2025-01-07,2025-01-17,9,False,3074,Banana,Fruits,FreshFarms,True,10,Cool (10-15°C),LOT-20250107-822,303,181,101,12,68,7,73.84,7457.84,4,Supermarket C - HSR Layout
111,2024-09-10,2024-06-26,2024-11-30,81,False,8966,Soda 500ml,Beverages,Coca-Cola,False,157,Ambient (20-25°C),LOT-20240626-419,937,811,283,19,509,150,84.96,24043.68,3,Supermarket C - HSR Layout
112,2024-12-23,2024-09-28,2025-08-14,234,False,9973,Masala Namkeen 150g,Snacks,Haldiram's,False,320,Ambient (20-25°C),LOT-20240928-125,1131,884,401,21,462,41,76.33,30608.33,5,Supermarket C - HSR Layout
113,2023-10-02,2023-10-02,2023-10-14,12,False,7696,Chicken Breast 500g,Meat,Licious,True,12,Frozen (-18°C),LOT-20231002-234,697,520,233,35,252,56,272.95,63597.35,4,Supermarket C - HSR Layout
114,2025-04-21,2025-04-13,2025-04-21,0,True,4141,Tomato,Vegetables,Namdhari,True,8,Cool (10-15°C),LOT-20250413-593,405,271,112,14,145,145,56.6,6339.2,2,Supermarket C - HSR Layout
115,2025-05-05,2025-01-18,2026-01-05,245,False,8730,Packaged Water 1L,Beverages,Bisleri,False,352,Ambient (20-25°C),LOT-20250118-153,915,668,215,19,434,58,76.22,16387.3,3,Supermarket C - HSR Layout
116,2025-01-11,2024-08-26,2025-03-01,49,False,9942,Biscuit 200g,Snacks,Parle,False,187,Ambient (20-25°C),LOT-20240826-577,818,447,142,9,296,7,116.25,16507.5,3,Supermarket C - HSR Layout
117,2025-04-10,2025-03-26,2025-04-14,4,False,3590,Banana,Fruits,FreshFarms,True,19,Cool (10-15°C),LOT-20250326-173,439,323,127,30,166,8,81.25,10318.75,3,Supermarket C - HSR Layout
118,2025-07-19,2025-05-06,2025-10-01,74,False,9583,Biscuit 200g,Snacks,Parle,False,148,Ambient (20-25°C),LOT-20250506-207,920,562,308,9,245,23,111.83,34443.64,4,Supermarket C - HSR Layout
119,2023-08-05,2023-05-02,2023-11-24,111,False,9838,Masala Namkeen 150g,Snacks,Haldiram's,False,206,Ambient (20-25°C),LOT-20230502-746,830,559,301,15,243,32,95.64,28787.64,4,Supermarket C - HSR Layout
120,2024-01-20,2023-12-10,2024-04-05,76,False,8096,Soda 500ml,Beverages,Coca-Cola,False,117,Ambient (20-25°C),LOT-20231210-780,1095,656,246,10,400,118,78.82,19389.72,5,Supermarket C - HSR Layout
121,2024-12-06,2024-11-24,2024-12-22,16,False,5405,Curd 400g,Dairy,Amul,True,28,Chilled (2-4°C),LOT-20241124-923,350,195,129,4,62,8,26.62,3433.98,5,Supermarket C - HSR Layout
122,2025-11-11,2025-06-17,2026-04-20,160,False,8074,Orange Juice 1L,Beverages,Real,False,307,Ambient (20-25°C),LOT-20250617-703,1051,588,235,16,337,65,112.9,26531.5,4,Supermarket C - HSR Layout
